SEZ2011,P1,ST1,ST2,%ST,FST,%MST,ST9,ST10,ST11,ST12,ST13,%STCONTEU,%STCONTAF,%STCONTAM,%STCONTAS,%STCONTOC,PF1,DMFAM,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,RES1,RES2,RES3,ST1,ST2,ST3,ST/RES1,ST/RES2,ST/RES3
151460000771.00000000,25,1,1,4,0,0,1,0,0,0,0,100,0,0,0,0,10,2.5,0,0,1,1,1,2,0,2,1,1,1,2,5,4,4,0,5,5,15,0,1,0,0,20,0
151460000772.00000000,59,5,1,8.47457627118644,4,80,2,3,0,0,0,40,60,0,0,0,22,2.68181818181818,9,6,0,1,4,2,4,11,7,1,3,4,2,1,2,2,22,26,11,4,1,0,18.1818181818182,3.84615384615385,0
151460000773.00000000,46,2,0,4.34782608695652,2,100,0,0,0,2,0,0,0,0,100,0,18,2.55555555555556,2,4,4,3,5,0,1,0,4,5,4,3,1,1,2,7,18,14,14,0,2,0,0,14.2857142857143,0
151460000774.00000000,19,2,0,10.5263157894737,2,100,1,0,1,0,0,50,0,50,0,0,10,1.9,0,0,1,1,0,3,2,2,0,1,2,1,1,2,2,1,5,7,7,1,1,0,20,14.2857142857143,0
151460000775.00000000,100,3,1,3,2,66.6666666666667,0,1,0,2,0,0,33.3333333333333,0,66.6666666666667,0,51,1.96078431372549,3,4,8,5,3,5,3,2,10,17,6,6,5,4,5,14,28,38,34,1,2,0,3.57142857142857,5.26315789473684,0
151460000776.00000000,35,1,0,2.85714285714286,1,100,0,0,1,0,0,0,0,100,0,0,21,1.66666666666667,1,0,0,1,1,2,2,2,0,3,2,3,7,3,1,7,5,9,21,1,0,0,20,0,0
151460000777.00000000,26,2,0,7.69230769230769,2,100,2,0,0,0,0,100,0,0,0,0,17,1.52941176470588,0,2,1,1,0,1,1,7,3,3,3,0,0,1,1,2,5,17,4,0,2,0,0,11.7647058823529,0
151460000778.00000000,130,9,3,6.92307692307692,6,66.6666666666667,4,0,4,1,0,44.4444444444444,0,44.4444444444444,11.1111111111111,0,61,2.13114754098361,6,6,7,6,3,7,2,6,10,10,11,4,5,12,15,20,35,39,56,2,5,2,5.71428571428571,12.8205128205128,3.57142857142857
151460000779.00000000,184,47,25,25.5434782608696,22,46.8085106382979,11,1,1,34,0,23.4042553191489,2.12765957446808,2.12765957446808,72.3404255319149,0,94,1.95744680851064,7,8,6,8,3,10,14,21,14,16,12,9,10,8,16,22,42,77,65,16,27,4,38.0952380952381,35.0649350649351,6.15384615384615
151460000780.00000000,156,6,1,3.84615384615385,5,83.3333333333333,5,0,1,0,0,83.3333333333333,0,16.6666666666667,0,0,64,2.4375,12,11,11,9,5,1,7,13,15,12,4,9,8,10,10,19,49,51,56,1,3,2,2.04081632653061,5.88235294117647,3.57142857142857
151460000781.00000000,128,5,0,3.90625,5,100,2,0,2,1,0,40,0,40,20,0,60,2.13333333333333,7,10,8,2,6,2,5,6,11,13,9,3,11,11,7,17,35,44,49,0,5,0,0,11.3636363636364,0
151460000782.00000000,250,15,6,6,9,60,6,0,6,3,0,40,0,40,20,0,110,2.27272727272727,9,20,21,11,6,12,9,19,21,19,11,14,14,12,14,38,79,79,92,3,6,6,3.79746835443038,7.59493670886076,6.52173913043478
151460000783.00000000,63,1,0,1.58730158730159,1,100,1,0,0,0,0,100,0,0,0,0,30,2.1,2,2,6,1,0,0,4,6,4,8,1,3,2,9,4,11,11,23,29,0,1,0,0,4.34782608695652,0
151460000784.00000000,30,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,9,3.33333333333333,0,4,6,3,0,0,0,2,3,4,1,1,0,3,3,0,13,10,7,0,0,0,0,0,0
151460000785.00000000,160,8,1,5,7,87.5,2,0,2,4,0,25,0,25,50,0,75,2.13333333333333,14,11,2,5,4,5,12,16,14,13,9,7,9,13,15,11,41,64,55,3,5,0,7.31707317073171,7.8125,0
151460000786.00000000,282,13,4,4.60992907801418,9,69.2307692307692,6,1,0,6,0,46.1538461538462,7.69230769230769,0,46.1538461538462,0,117,2.41025641025641,19,18,19,11,6,7,9,21,30,29,8,13,31,23,16,22,80,97,105,4,8,1,5,8.24742268041237,0.952380952380952
151460000787.00000000,153,11,7,7.18954248366013,4,36.3636363636364,0,0,2,9,0,0,0,18.1818181818182,81.8181818181818,0,62,2.46774193548387,9,9,13,11,8,7,4,8,15,29,15,9,3,3,4,6,57,71,25,7,2,2,12.280701754386,2.8169014084507,8
151460000788.00000000,188,54,30,28.7234042553191,24,44.4444444444444,11,2,13,28,0,20.3703703703704,3.7037037037037,24.0740740740741,51.8518518518519,0,96,1.95833333333333,14,12,9,4,8,13,18,16,24,20,5,10,7,6,9,13,60,83,45,22,27,5,36.6666666666667,32.5301204819277,11.1111111111111
151460000789.00000000,93,44,23,47.3118279569893,21,47.7272727272727,1,13,7,23,0,2.27272727272727,29.5454545454545,15.9090909090909,52.2727272727273,0,48,1.9375,3,4,4,7,3,7,5,8,11,11,9,1,6,3,1,10,28,44,21,17,27,0,60.7142857142857,61.3636363636364,0
151460000790.00000000,194,42,18,21.6494845360825,24,57.1428571428571,12,5,11,14,0,28.5714285714286,11.9047619047619,26.1904761904762,33.3333333333333,0,104,1.86538461538462,8,5,8,4,9,10,11,14,11,20,14,19,10,5,14,32,44,70,80,17,17,8,38.6363636363636,24.2857142857143,10
151460000791.00000000,181,50,26,27.6243093922652,24,48,12,0,1,37,0,24,0,2,74,0,113,1.60176991150442,1,5,7,8,5,7,10,21,12,15,6,10,7,6,16,45,33,64,84,17,30,3,51.5151515151515,46.875,3.57142857142857
151460000792.00000000,203,22,12,10.8374384236453,10,45.4545454545455,7,3,1,11,0,31.8181818181818,13.6363636363636,4.54545454545455,50,0,94,2.15957446808511,14,14,7,11,4,17,25,24,20,13,11,10,10,4,5,14,67,93,43,10,10,2,14.9253731343284,10.752688172043,4.65116279069768
151460000793.00000000,3,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,#DIV/0!,0,0
151460000794.00000000,32,2,1,6.25,1,50,2,0,0,0,0,100,0,0,0,0,16,2,2,0,0,1,3,4,4,2,4,3,1,2,1,3,0,2,10,14,8,1,1,0,10,7.14285714285714,0
151460000795.00000000,8,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,7,1.14285714285714,0,0,0,0,0,0,0,0,0,2,1,4,1,0,0,0,0,3,5,0,0,0,#DIV/0!,0,0
151460000796.00000000,160,30,12,18.75,18,60,10,8,1,11,0,33.3333333333333,26.6666666666667,3.33333333333333,36.6666666666667,0,78,2.05128205128205,6,5,2,14,8,8,10,10,7,10,11,16,10,14,7,22,43,48,69,17,12,1,39.5348837209302,25,1.44927536231884
151460000797.00000000,239,67,33,28.0334728033473,34,50.7462686567164,7,10,15,35,0,10.4477611940299,14.9253731343284,22.3880597014925,52.2388059701493,0,141,1.69503546099291,6,8,6,10,8,10,19,24,21,17,17,16,15,12,15,35,48,98,93,23,39,5,47.9166666666667,39.7959183673469,5.37634408602151
151460000798.00000000,308,120,55,38.961038961039,65,54.1666666666667,15,14,24,67,0,12.5,11.6666666666667,20,55.8333333333333,0,160,1.925,10,14,16,14,13,14,23,36,31,36,16,20,9,10,9,37,81,142,85,49,67,4,60.4938271604938,47.1830985915493,4.70588235294118
151460000799.00000000,185,24,11,12.972972972973,13,54.1666666666667,6,0,0,18,0,25,0,0,75,0,94,1.96808510638298,7,4,5,6,4,6,11,14,13,14,20,10,18,13,11,29,32,72,81,6,16,2,18.75,22.2222222222222,2.46913580246914
151460000800.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460000801.00000000,81,35,16,43.2098765432099,19,54.2857142857143,5,4,0,26,0,14.2857142857143,11.4285714285714,0,74.2857142857143,0,37,2.18918918918919,7,4,2,3,2,7,7,10,4,7,5,4,2,2,7,8,25,33,23,17,17,1,68,51.5151515151515,4.34782608695652
151460000802.00000000,401,100,48,24.9376558603491,52,52,11,14,20,55,0,11,14,20,55,0,195,2.05641025641026,23,15,13,17,20,20,32,30,24,29,31,23,15,26,19,64,108,146,147,53,44,3,49.0740740740741,30.1369863013699,2.04081632653061
151460000803.00000000,274,18,8,6.56934306569343,10,55.5555555555556,9,4,0,5,0,50,22.2222222222222,0,27.7777777777778,0,120,2.28333333333333,15,9,6,13,8,19,13,17,19,10,18,11,24,18,34,40,70,77,127,10,5,3,14.2857142857143,6.49350649350649,2.36220472440945
151460000804.00000000,75,5,3,6.66666666666667,2,40,0,5,0,0,0,0,100,0,0,0,35,2.14285714285714,12,4,4,1,1,3,2,12,17,6,3,1,0,1,2,6,25,40,10,3,2,0,12,5,0
151460000805.00000000,435,15,7,3.44827586206897,8,53.3333333333333,8,0,2,5,0,53.3333333333333,0,13.3333333333333,33.3333333333333,0,179,2.43016759776536,15,29,21,27,21,10,14,14,24,33,37,21,22,26,34,87,123,122,190,2,9,4,1.6260162601626,7.37704918032787,2.10526315789474
151460000806.00000000,434,137,64,31.5668202764977,73,53.2846715328467,15,14,35,73,0,10.9489051094891,10.2189781021898,25.5474452554745,53.2846715328467,0,208,2.08653846153846,21,17,20,19,25,26,28,39,37,35,34,20,23,14,19,57,128,173,133,63,68,6,49.21875,39.3063583815029,4.51127819548872
151460000807.00000000,340,97,55,28.5294117647059,42,43.298969072165,7,5,11,74,0,7.21649484536083,5.15463917525773,11.340206185567,76.2886597938144,0,183,1.85792349726776,17,13,5,12,16,22,29,19,35,25,27,28,20,10,13,49,85,135,120,40,49,8,47.0588235294118,36.2962962962963,6.66666666666667
151460000808.00000000,13,6,4,46.1538461538462,2,33.3333333333333,1,2,3,0,0,16.6666666666667,33.3333333333333,50,0,0,5,2.6,3,0,0,0,0,4,1,3,0,1,0,1,0,0,0,0,7,5,1,4,2,0,57.1428571428571,40,0
151460000809.00000000,16,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,7,2.28571428571429,0,1,2,1,1,1,0,0,2,4,2,1,0,0,0,1,6,8,2,0,0,0,0,0,0
151460000810.00000000,2,1,1,50,0,0,0,0,1,0,0,0,0,100,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,#DIV/0!,0,100
151460000811.00000000,421,8,4,1.90023752969121,4,50,4,0,1,3,0,50,0,12.5,37.5,0,200,2.105,14,13,9,11,16,16,23,27,23,12,26,26,39,43,58,65,79,111,231,1,6,1,1.26582278481013,5.40540540540541,0.432900432900433
151460000812.00000000,44,1,0,2.27272727272727,1,100,0,0,1,0,0,0,0,100,0,0,24,1.83333333333333,0,0,1,4,1,1,0,0,4,4,5,2,3,5,3,11,7,13,24,0,1,0,0,7.69230769230769,0
151460000813.00000000,104,3,2,2.88461538461538,1,33.3333333333333,0,1,0,2,0,0,33.3333333333333,0,66.6666666666667,0,49,2.12244897959184,2,9,8,3,5,1,2,2,9,13,9,0,8,7,7,19,28,35,41,0,2,1,0,5.71428571428571,2.4390243902439
151460000814.00000000,336,65,34,19.3452380952381,31,47.6923076923077,5,22,4,34,0,7.69230769230769,33.8461538461538,6.15384615384615,52.3076923076923,0,166,2.02409638554217,10,20,12,13,11,11,24,22,38,29,12,20,22,18,29,45,77,125,134,23,37,5,29.8701298701299,29.6,3.73134328358209
151460000815.00000000,232,13,7,5.60344827586207,6,46.1538461538462,1,1,10,1,0,7.69230769230769,7.69230769230769,76.9230769230769,7.69230769230769,0,113,2.05309734513274,9,17,10,6,6,8,8,21,27,23,19,10,21,11,16,20,56,98,78,5,7,1,8.92857142857143,7.14285714285714,1.28205128205128
151460000816.00000000,122,31,15,25.4098360655738,16,51.6129032258065,1,14,1,15,0,3.2258064516129,45.1612903225807,3.2258064516129,48.3870967741936,0,49,2.48979591836735,9,8,8,15,5,4,6,10,11,11,10,6,2,2,6,9,49,48,25,18,12,1,36.734693877551,25,4
151460000817.00000000,545,30,11,5.5045871559633,19,63.3333333333333,7,0,7,16,0,23.3333333333333,0,23.3333333333333,53.3333333333333,0,250,2.18,22,27,16,22,24,20,17,29,39,53,42,24,29,33,52,96,131,180,234,10,15,5,7.63358778625954,8.33333333333333,2.13675213675214
151460000818.00000000,339,11,3,3.24483775811209,8,72.7272727272727,4,0,4,3,0,36.3636363636364,0,36.3636363636364,27.2727272727273,0,174,1.94827586206897,12,5,12,13,8,10,17,19,21,24,24,21,20,29,33,71,60,105,174,2,8,1,3.33333333333333,7.61904761904762,0.574712643678161
151460000819.00000000,292,17,9,5.82191780821918,8,47.0588235294118,7,0,2,8,0,41.1764705882353,0,11.7647058823529,47.0588235294118,0,167,1.74850299401198,4,5,13,12,12,3,16,23,25,30,23,22,24,14,11,55,49,117,126,4,12,1,8.16326530612245,10.2564102564103,0.793650793650794
151460000820.00000000,296,38,16,12.8378378378378,22,57.8947368421053,10,0,8,20,0,26.3157894736842,0,21.0526315789474,52.6315789473684,0,165,1.79393939393939,9,13,10,17,8,14,15,12,31,22,26,18,14,18,25,44,71,106,119,9,23,6,12.6760563380282,21.6981132075472,5.04201680672269
151460000821.00000000,158,18,6,11.3924050632911,12,66.6666666666667,5,0,0,13,0,27.7777777777778,0,0,72.2222222222222,0,93,1.6989247311828,5,3,3,6,7,10,7,12,8,11,9,8,10,12,13,34,34,47,77,7,7,4,20.5882352941176,14.8936170212766,5.1948051948052
151460000822.00000000,291,29,14,9.96563573883162,15,51.7241379310345,7,0,6,16,0,24.1379310344828,0,20.6896551724138,55.1724137931034,0,148,1.96621621621622,10,11,11,8,15,13,12,17,19,26,26,15,20,15,15,58,68,100,123,7,16,6,10.2941176470588,16,4.87804878048781
151460000823.00000000,332,24,7,7.2289156626506,17,70.8333333333333,5,0,7,12,0,20.8333333333333,0,29.1666666666667,50,0,145,2.28965517241379,5,24,16,23,10,10,8,17,29,35,25,24,14,19,29,44,88,114,130,10,11,3,11.3636363636364,9.64912280701754,2.30769230769231
151460000824.00000000,301,20,6,6.64451827242525,14,70,5,0,11,4,0,25,0,55,20,0,148,2.03378378378378,16,13,12,15,6,8,16,20,23,17,22,11,17,16,21,68,70,98,133,9,9,2,12.8571428571429,9.18367346938776,1.50375939849624
151460000825.00000000,294,29,8,9.86394557823129,21,72.4137931034483,6,0,13,10,0,20.6896551724138,0,44.8275862068966,34.4827586206897,0,155,1.89677419354839,9,11,6,9,14,8,15,14,20,25,24,19,19,12,27,62,57,98,139,7,20,2,12.280701754386,20.4081632653061,1.43884892086331
151460000826.00000000,244,15,4,6.14754098360656,11,73.3333333333333,9,1,4,1,0,60,6.66666666666667,26.6666666666667,6.66666666666667,0,118,2.06779661016949,10,14,7,10,7,16,3,22,16,19,18,14,22,7,20,39,64,78,102,5,7,3,7.8125,8.97435897435897,2.94117647058824
151460000827.00000000,209,29,11,13.8755980861244,18,62.0689655172414,14,0,8,7,0,48.2758620689655,0,27.5862068965517,24.1379310344828,0,105,1.99047619047619,12,9,8,6,8,9,10,19,15,17,10,10,14,17,11,34,52,71,86,9,15,5,17.3076923076923,21.1267605633803,5.81395348837209
151460000828.00000000,307,27,9,8.79478827361564,18,66.6666666666667,3,5,7,12,0,11.1111111111111,18.5185185185185,25.9259259259259,44.4444444444444,0,188,1.63297872340426,12,9,10,8,9,16,29,29,30,24,25,14,17,12,17,46,64,137,106,7,17,3,10.9375,12.4087591240876,2.83018867924528
151460000829.00000000,171,14,4,8.18713450292398,10,71.4285714285714,4,0,1,9,0,28.5714285714286,0,7.14285714285714,64.2857142857143,0,81,2.11111111111111,8,6,6,9,8,5,17,12,16,12,21,13,5,8,5,20,42,78,51,3,9,2,7.14285714285714,11.5384615384615,3.92156862745098
151460000830.00000000,257,30,10,11.6731517509728,20,66.6666666666667,9,0,3,18,0,30,0,10,60,0,118,2.17796610169492,14,12,9,14,13,11,9,18,18,32,18,15,10,10,16,38,73,95,89,13,14,3,17.8082191780822,14.7368421052632,3.37078651685393
151460000831.00000000,320,24,9,7.5,15,62.5,6,4,6,8,0,25,16.6666666666667,25,33.3333333333333,0,157,2.03821656050955,17,10,12,17,9,14,9,28,21,27,18,25,27,14,22,50,79,103,138,10,13,1,12.6582278481013,12.621359223301,0.72463768115942
151460000832.00000000,320,58,29,18.125,29,50,8,19,20,11,0,13.7931034482759,32.7586206896552,34.4827586206897,18.9655172413793,0,176,1.81818181818182,12,15,11,13,9,19,26,34,29,36,23,12,18,9,18,36,79,148,93,21,34,3,26.5822784810127,22.972972972973,3.2258064516129
151460000833.00000000,196,10,3,5.10204081632653,7,70,5,0,2,3,0,50,0,20,30,0,115,1.70434782608696,7,3,5,6,4,9,14,17,15,19,12,8,19,13,17,28,34,77,85,4,4,2,11.7647058823529,5.1948051948052,2.35294117647059
151460000834.00000000,156,8,3,5.12820512820513,5,62.5,0,3,3,2,0,0,37.5,37.5,25,0,78,2,5,8,2,4,6,7,7,9,11,14,16,6,16,12,15,18,32,57,67,2,6,0,6.25,10.5263157894737,0
151460000835.00000000,386,47,24,12.1761658031088,23,48.936170212766,4,1,15,27,0,8.51063829787234,2.12765957446808,31.9148936170213,57.4468085106383,0,190,2.03157894736842,19,12,16,15,16,18,17,36,30,35,25,29,22,25,21,50,96,143,147,22,22,3,22.9166666666667,15.3846153846154,2.04081632653061
151460000836.00000000,283,50,25,17.6678445229682,25,50,8,6,15,21,0,16,12,30,42,0,143,1.97902097902098,13,14,13,9,11,12,20,22,35,29,20,16,19,15,15,20,72,126,85,14,31,5,19.4444444444444,24.6031746031746,5.88235294117647
151460000837.00000000,340,81,42,23.8235294117647,39,48.1481481481482,8,10,4,59,0,9.87654320987654,12.3456790123457,4.93827160493827,72.8395061728395,0,170,2,8,11,18,17,16,18,25,17,28,29,23,24,19,21,18,48,88,122,130,33,38,10,37.5,31.1475409836066,7.69230769230769
151460000838.00000000,376,88,46,23.4042553191489,42,47.7272727272727,24,5,25,34,0,27.2727272727273,5.68181818181818,28.4090909090909,38.6363636363636,0,189,1.98941798941799,15,19,16,11,18,31,33,30,38,29,29,26,17,10,16,38,110,159,107,42,44,2,38.1818181818182,27.6729559748428,1.86915887850467
151460000839.00000000,264,98,53,37.1212121212121,45,45.9183673469388,9,8,9,72,0,9.18367346938776,8.16326530612245,9.18367346938776,73.4693877551021,0,133,1.98496240601504,16,14,10,8,20,27,24,26,30,22,20,11,6,8,7,15,95,122,47,47,47,4,49.4736842105263,38.5245901639344,8.51063829787234
151460000840.00000000,52,12,8,23.0769230769231,4,33.3333333333333,0,0,3,9,0,0,0,25,75,0,27,1.92592592592593,3,2,2,1,1,7,9,6,6,4,4,1,0,1,1,4,16,29,7,4,8,0,25,27.5862068965517,0
151460000841.00000000,149,65,29,43.6241610738255,36,55.3846153846154,5,5,31,24,0,7.69230769230769,7.69230769230769,47.6923076923077,36.9230769230769,0,82,1.81707317073171,14,4,2,2,5,13,23,23,18,6,7,6,8,6,7,5,40,77,32,26,39,0,65,50.6493506493507,0
151460000842.00000000,307,99,57,32.2475570032573,42,42.4242424242424,4,6,14,75,0,4.04040404040404,6.06060606060606,14.1414141414141,75.7575757575758,0,146,2.1027397260274,12,14,13,14,13,26,20,24,26,31,20,17,20,9,20,28,92,121,94,47,50,2,51.0869565217391,41.3223140495868,2.12765957446808
151460000843.00000000,327,78,38,23.8532110091743,40,51.2820512820513,8,5,19,46,0,10.2564102564103,6.41025641025641,24.3589743589744,58.974358974359,0,176,1.85795454545455,16,12,10,14,12,23,24,24,21,37,20,20,28,13,11,42,87,126,114,28,46,4,32.183908045977,36.5079365079365,3.50877192982456
151460000844.00000000,376,100,44,26.5957446808511,56,56,21,10,25,44,0,21,10,25,44,0,202,1.86138613861386,12,17,14,14,12,23,38,33,24,27,31,17,14,25,20,55,92,153,131,35,55,10,38.0434782608696,35.9477124183007,7.63358778625954
151460000845.00000000,319,60,27,18.8087774294671,33,55,10,12,13,25,0,16.6666666666667,20,21.6666666666667,41.6666666666667,0,169,1.88757396449704,7,6,9,12,15,30,21,12,13,29,34,22,15,12,24,58,79,109,131,23,35,2,29.1139240506329,32.1100917431193,1.52671755725191
151460000846.00000000,221,78,41,35.2941176470588,37,47.4358974358974,8,3,10,57,0,10.2564102564103,3.84615384615385,12.8205128205128,73.0769230769231,0,109,2.02752293577982,16,11,4,13,8,14,24,21,10,14,18,7,10,9,13,29,66,87,68,33,41,4,50,47.1264367816092,5.88235294117647
151460000847.00000000,81,8,5,9.87654320987654,3,37.5,1,1,1,5,0,12.5,12.5,12.5,62.5,0,42,1.92857142857143,7,5,6,4,2,1,10,7,4,15,2,3,6,1,4,4,25,38,18,3,5,0,12,13.1578947368421,0
151460000848.00000000,342,90,55,26.3157894736842,35,38.8888888888889,17,2,12,59,0,18.8888888888889,2.22222222222222,13.3333333333333,65.5555555555556,0,177,1.93220338983051,13,9,12,14,11,18,28,28,24,28,26,14,11,20,27,59,77,134,131,32,52,6,41.5584415584416,38.8059701492537,4.58015267175573
151460000849.00000000,174,76,36,43.6781609195402,40,52.6315789473684,7,10,16,43,0,9.21052631578947,13.1578947368421,21.0526315789474,56.5789473684211,0,79,2.20253164556962,11,9,7,8,13,10,9,16,17,14,13,12,4,10,6,15,58,69,47,33,40,3,56.8965517241379,57.9710144927536,6.38297872340426
151460000850.00000000,63,62,5,98.4126984126984,57,91.9354838709677,10,51,0,1,0,16.1290322580645,82.258064516129,0,1.61290322580645,0,12,5.25,12,1,4,2,13,13,8,6,2,2,0,0,0,0,0,0,45,18,0,44,18,0,97.7777777777778,100,#DIV/0!
151460000851.00000000,9,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4,2.25,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,3,1,4,4,0,0,0,0,0,0
151460000852.00000000,494,79,41,15.9919028340081,38,48.1012658227848,10,1,16,52,0,12.6582278481013,1.26582278481013,20.253164556962,65.8227848101266,0,228,2.16666666666667,27,29,23,19,20,22,28,43,53,39,30,20,26,31,32,52,140,193,161,29,47,3,20.7142857142857,24.3523316062176,1.86335403726708
151460000853.00000000,135,15,9,11.1111111111111,6,40,0,0,0,15,0,0,0,0,100,0,59,2.28813559322034,7,6,5,3,6,1,5,11,10,9,8,10,13,11,15,15,28,43,64,6,5,4,21.4285714285714,11.6279069767442,6.25
151460000854.00000000,318,69,32,21.6981132075472,37,53.6231884057971,10,19,20,20,0,14.4927536231884,27.536231884058,28.9855072463768,28.9855072463768,0,165,1.92727272727273,15,11,8,13,16,20,20,24,30,39,17,16,15,9,15,50,83,130,105,27,39,3,32.5301204819277,30,2.85714285714286
151460000855.00000000,4,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0
151460000856.00000000,56,5,5,8.92857142857143,0,0,0,5,0,0,0,0,100,0,0,0,56,1,0,0,0,0,0,1,2,5,17,15,5,6,2,1,1,1,1,44,11,0,5,0,0,11.3636363636364,0
151460000857.00000000,507,194,80,38.2642998027613,114,58.7628865979381,20,6,53,115,0,10.3092783505155,3.09278350515464,27.319587628866,59.2783505154639,0,264,1.92045454545455,22,22,18,20,34,34,30,41,43,53,39,29,26,26,19,51,150,206,151,87,97,10,58,47.0873786407767,6.62251655629139
151460000858.00000000,358,83,37,23.1843575418994,46,55.421686746988,9,5,14,54,0,10.8433734939759,6.02409638554217,16.8674698795181,65.0602409638554,0,172,2.08139534883721,19,13,16,11,12,29,33,31,43,36,15,19,19,13,17,32,100,158,100,33,45,5,33,28.4810126582278,5
151460000859.00000000,387,34,14,8.78552971576228,20,58.8235294117647,10,7,5,12,0,29.4117647058823,20.5882352941176,14.7058823529412,35.2941176470588,0,183,2.11475409836066,17,15,11,24,13,24,13,24,24,42,28,27,18,26,24,57,104,131,152,9,18,7,8.65384615384615,13.7404580152672,4.60526315789474
151460000860.00000000,304,59,30,19.4078947368421,29,49.1525423728814,5,1,9,44,0,8.47457627118644,1.69491525423729,15.2542372881356,74.5762711864407,0,153,1.98692810457516,10,9,12,11,13,14,18,21,24,33,20,17,24,11,29,38,69,116,119,22,29,8,31.8840579710145,25,6.72268907563025
151460000861.00000000,380,38,17,10,21,55.2631578947368,6,0,14,18,0,15.7894736842105,0,36.8421052631579,47.3684210526316,0,190,2,20,20,18,13,14,19,20,36,31,45,24,25,23,21,24,27,104,156,120,11,19,8,10.5769230769231,12.1794871794872,6.66666666666667
151460000862.00000000,316,100,64,31.6455696202532,36,36,10,11,6,73,0,10,11,6,73,0,190,1.66315789473684,13,9,5,11,17,19,32,33,34,24,15,17,20,13,24,30,74,138,104,31,63,6,41.8918918918919,45.6521739130435,5.76923076923077
151460000863.00000000,369,115,54,31.1653116531165,61,53.0434782608696,5,12,23,75,0,4.34782608695652,10.4347826086957,20,65.2173913043478,0,195,1.89230769230769,18,19,10,13,21,24,27,39,30,20,20,27,28,10,21,42,105,136,128,50,55,10,47.6190476190476,40.4411764705882,7.8125
151460000864.00000000,579,343,236,59.2400690846287,107,31.1953352769679,1,44,57,241,0,0.291545189504373,12.8279883381924,16.6180758017493,70.2623906705539,0,336,1.72321428571429,32,25,19,22,35,62,66,68,51,35,30,28,28,23,16,39,195,250,134,149,177,17,76.4102564102564,70.8,12.6865671641791
151460000865.00000000,79,5,3,6.32911392405063,2,40,0,0,4,1,0,0,0,80,20,0,22,3.59090909090909,2,1,1,4,3,18,19,7,7,4,3,1,4,3,1,1,29,40,10,2,3,0,6.89655172413793,7.5,0
151460000866.00000000,244,34,14,13.9344262295082,20,58.8235294117647,8,3,13,10,0,23.5294117647059,8.82352941176471,38.2352941176471,29.4117647058823,0,128,1.90625,9,6,7,6,11,10,15,29,14,20,19,18,28,13,10,29,49,97,98,13,14,7,26.530612244898,14.4329896907217,7.14285714285714
151460000867.00000000,136,41,20,30.1470588235294,21,51.219512195122,2,0,18,21,0,4.87804878048781,0,43.9024390243903,51.219512195122,0,86,1.58139534883721,3,3,6,5,4,5,11,17,15,15,11,6,8,8,5,14,26,69,41,12,21,8,46.1538461538462,30.4347826086957,19.5121951219512
151460000868.00000000,74,2,2,2.7027027027027,0,0,1,0,0,1,0,50,0,0,50,0,28,2.64285714285714,0,0,0,0,0,0,2,4,3,7,4,7,16,9,5,17,0,20,54,0,1,1,#DIV/0!,5,1.85185185185185
151460000869.00000000,121,12,7,9.91735537190083,5,41.6666666666667,0,2,0,10,0,0,16.6666666666667,0,83.3333333333333,0,64,1.890625,3,4,6,5,2,6,5,11,17,12,8,4,9,11,10,8,26,53,42,2,10,0,7.69230769230769,18.8679245283019,0
151460000870.00000000,46,5,1,10.8695652173913,4,80,0,0,2,3,0,0,0,40,60,0,29,1.58620689655172,2,0,1,2,1,1,2,3,2,8,9,1,3,1,6,4,7,24,15,0,4,1,0,16.6666666666667,6.66666666666667
151460000871.00000000,1,1,0,100,1,100,1,0,0,0,0,100,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,#DIV/0!,100,#DIV/0!
