SEZ2011,P1,ST1,ST2,%ST,FST,%MST,ST9,ST10,ST11,ST12,ST13,%STCONTEU,%STCONTAF,%STCONTAM,%STCONTAS,%STCONTOC,PF1,DMFAM,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,RES1,RES2,RES3,ST1,ST2,ST3,ST/RES1,ST/RES2,ST/RES3
151460004662.00000000,144,23,12,15.9722222222222,11,47.8260869565217,3,8,1,11,0,13.0434782608696,34.7826086956522,4.34782608695652,47.8260869565217,0,85,1.69411764705882,12,9,4,0,0,9,13,18,20,14,5,12,7,6,6,9,34,70,40,7,13,3,20.5882352941176,18.5714285714286,7.5
151460004663.00000000,153,10,3,6.5359477124183,7,70,2,0,0,8,0,20,0,0,80,0,82,1.86585365853659,7,5,8,7,6,4,12,9,12,18,9,11,9,9,11,16,37,60,56,3,6,1,8.10810810810811,10,1.78571428571429
151460004664.00000000,183,20,10,10.9289617486339,10,50,5,2,2,11,0,25,10,10,55,0,106,1.72641509433962,11,6,6,4,4,8,9,27,20,17,10,10,8,4,14,25,39,83,61,5,11,4,12.8205128205128,13.2530120481928,6.55737704918033
151460004665.00000000,240,22,7,9.16666666666667,15,68.1818181818182,9,5,1,7,0,40.9090909090909,22.7272727272727,4.54545454545455,31.8181818181818,0,118,2.03389830508475,9,7,13,15,9,8,13,25,12,30,19,16,9,13,12,30,61,99,80,5,12,5,8.19672131147541,12.1212121212121,6.25
151460004666.00000000,145,11,7,7.58620689655172,4,36.3636363636364,5,1,2,2,1,45.4545454545455,9.09090909090909,18.1818181818182,18.1818181818182,9.09090909090909,76,1.90789473684211,9,3,4,8,5,6,10,14,13,10,8,11,12,6,7,19,35,55,55,0,10,1,0,18.1818181818182,1.81818181818182
151460004667.00000000,365,25,13,6.84931506849315,12,48,6,1,3,15,0,24,4,12,60,0,204,1.78921568627451,13,3,16,10,9,20,22,29,39,29,24,15,21,31,22,62,71,143,151,4,20,1,5.63380281690141,13.986013986014,0.662251655629139
151460004668.00000000,203,12,5,5.91133004926108,7,58.3333333333333,8,1,2,1,0,66.6666666666667,8.33333333333333,16.6666666666667,8.33333333333333,0,97,2.09278350515464,6,10,7,5,3,10,17,14,15,14,9,15,21,19,10,28,41,69,93,3,8,1,7.31707317073171,11.5942028985507,1.0752688172043
151460004669.00000000,290,12,5,4.13793103448276,7,58.3333333333333,2,1,4,5,0,16.6666666666667,8.33333333333333,33.3333333333333,41.6666666666667,0,164,1.76829268292683,19,13,12,7,5,12,14,27,32,27,18,9,17,23,18,37,68,118,104,1,11,0,1.47058823529412,9.32203389830509,0
151460004670.00000000,471,30,10,6.36942675159236,20,66.6666666666667,16,2,4,8,0,53.3333333333333,6.66666666666667,13.3333333333333,26.6666666666667,0,236,1.99576271186441,37,28,16,17,10,22,29,42,51,35,28,35,26,20,16,59,130,185,156,4,21,5,3.07692307692308,11.3513513513514,3.20512820512821
151460004671.00000000,122,8,4,6.55737704918033,4,50,7,1,0,0,0,87.5,12.5,0,0,0,58,2.10344827586207,2,5,7,6,6,9,2,6,14,9,11,10,11,6,8,10,35,42,45,1,5,2,2.85714285714286,11.9047619047619,4.44444444444444
151460004672.00000000,106,9,4,8.49056603773585,5,55.5555555555556,4,0,2,3,0,44.4444444444444,0,22.2222222222222,33.3333333333333,0,50,2.12,8,3,2,3,3,3,9,10,11,10,7,4,6,12,8,7,22,47,37,3,5,1,13.6363636363636,10.6382978723404,2.7027027027027
151460004673.00000000,210,58,29,27.6190476190476,29,50,9,16,4,29,0,15.5172413793103,27.5862068965517,6.89655172413793,50,0,115,1.82608695652174,14,11,7,6,9,11,21,22,20,15,14,8,13,5,16,18,58,92,60,24,33,1,41.3793103448276,35.8695652173913,1.66666666666667
151460004674.00000000,147,9,4,6.12244897959184,5,55.5555555555556,4,0,2,3,0,44.4444444444444,0,22.2222222222222,33.3333333333333,0,78,1.88461538461538,7,17,0,1,5,6,15,21,21,9,7,4,10,6,9,9,36,73,38,2,6,1,5.55555555555556,8.21917808219178,2.63157894736842
151460004675.00000000,313,35,16,11.1821086261981,19,54.2857142857143,9,1,6,19,0,25.7142857142857,2.85714285714286,17.1428571428571,54.2857142857143,0,160,1.95625,7,8,15,18,14,15,14,27,19,28,23,20,27,18,21,39,77,111,125,13,18,4,16.8831168831169,16.2162162162162,3.2
151460004676.00000000,234,63,33,26.9230769230769,30,47.6190476190476,2,1,2,58,0,3.17460317460317,1.58730158730159,3.17460317460317,92.0634920634921,0,120,1.95,12,12,7,13,10,7,13,22,23,18,28,12,11,11,10,25,61,104,69,26,34,3,42.6229508196721,32.6923076923077,4.34782608695652
151460004677.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460004678.00000000,99,17,8,17.1717171717172,9,52.9411764705882,4,0,2,11,0,23.5294117647059,0,11.7647058823529,64.7058823529412,0,53,1.86792452830189,2,8,4,1,0,7,4,11,8,10,6,5,4,4,13,12,22,39,38,8,6,3,36.3636363636364,15.3846153846154,7.89473684210526
151460004679.00000000,326,66,27,20.2453987730061,39,59.0909090909091,5,2,3,56,0,7.57575757575758,3.03030303030303,4.54545454545455,84.8484848484848,0,177,1.84180790960452,19,13,7,6,21,22,43,34,24,28,24,24,19,11,8,23,88,153,85,19,40,7,21.5909090909091,26.1437908496732,8.23529411764706
151460004680.00000000,178,20,11,11.2359550561798,9,45,2,1,1,16,0,10,5,5,80,0,97,1.83505154639175,10,7,9,7,10,7,14,13,25,15,18,10,10,9,5,9,50,85,43,4,15,1,8,17.6470588235294,2.32558139534884
151460004681.00000000,100,10,4,10,6,60,5,0,1,4,0,50,0,10,40,0,56,1.78571428571429,2,1,3,3,3,3,6,9,11,9,4,8,7,9,9,13,15,39,46,1,9,0,6.66666666666667,23.0769230769231,0
151460004682.00000000,7,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,3.5,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,4,2,1,0,0,0,0,0,0
151460004683.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460004684.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460004685.00000000,13,1,0,7.69230769230769,1,100,0,0,1,0,0,0,0,100,0,0,6,2.16666666666667,0,0,0,0,1,2,0,0,0,1,1,4,0,2,1,1,3,2,8,0,1,0,0,50,0
151460004686.00000000,74,3,2,4.05405405405405,1,33.3333333333333,2,0,1,0,0,66.6666666666667,0,33.3333333333333,0,0,33,2.24242424242424,4,3,5,6,4,1,3,1,3,4,10,9,5,7,2,7,23,21,30,0,2,1,0,9.52380952380952,3.33333333333333
151460004687.00000000,74,6,2,8.10810810810811,4,66.6666666666667,5,1,0,0,0,83.3333333333333,16.6666666666667,0,0,0,31,2.38709677419355,2,3,5,5,2,4,2,4,9,4,5,6,1,7,4,11,21,24,29,2,3,1,9.52380952380952,12.5,3.44827586206897
151460004688.00000000,300,17,3,5.66666666666667,14,82.3529411764706,4,0,2,11,0,23.5294117647059,0,11.7647058823529,64.7058823529412,0,124,2.41935483870968,3,4,3,8,13,13,16,17,14,32,21,24,19,33,33,47,44,100,156,3,9,5,6.81818181818182,9,3.20512820512821
151460004689.00000000,127,6,4,4.7244094488189,2,33.3333333333333,3,1,1,1,0,50,16.6666666666667,16.6666666666667,16.6666666666667,0,63,2.01587301587302,5,9,8,6,3,4,6,9,11,10,14,6,1,6,12,17,35,50,42,1,4,1,2.85714285714286,8,2.38095238095238
151460004690.00000000,397,26,7,6.54911838790932,19,73.0769230769231,15,0,5,6,0,57.6923076923077,0,19.2307692307692,23.0769230769231,0,203,1.95566502463054,19,13,13,15,15,17,20,29,36,29,32,27,27,27,17,61,92,146,159,10,15,1,10.8695652173913,10.2739726027397,0.628930817610063
151460004691.00000000,151,12,2,7.94701986754967,10,83.3333333333333,6,0,1,5,0,50,0,8.33333333333333,41.6666666666667,0,85,1.77647058823529,5,8,3,4,6,7,6,16,10,7,14,4,11,9,6,35,33,53,65,2,6,4,6.06060606060606,11.3207547169811,6.15384615384615
151460004692.00000000,259,17,6,6.56370656370656,11,64.7058823529412,7,2,4,4,0,41.1764705882353,11.7647058823529,23.5294117647059,23.5294117647059,0,142,1.82394366197183,10,7,5,11,6,5,13,23,17,29,16,10,18,21,21,47,44,98,117,4,9,4,9.09090909090909,9.18367346938776,3.41880341880342
151460004693.00000000,360,31,12,8.61111111111111,19,61.2903225806452,8,1,20,1,1,25.8064516129032,3.2258064516129,64.5161290322581,3.2258064516129,3.2258064516129,186,1.93548387096774,19,15,12,15,13,12,19,23,26,37,19,22,22,19,25,62,86,124,150,7,20,4,8.13953488372093,16.1290322580645,2.66666666666667
151460004694.00000000,279,36,13,12.9032258064516,23,63.8888888888889,8,5,13,10,0,22.2222222222222,13.8888888888889,36.1111111111111,27.7777777777778,0,161,1.73291925465839,12,14,8,7,7,13,19,35,27,19,22,13,16,8,12,47,61,122,96,7,23,6,11.4754098360656,18.8524590163934,6.25
151460004695.00000000,400,33,10,8.25,23,69.6969696969697,16,2,6,9,0,48.4848484848485,6.06060606060606,18.1818181818182,27.2727272727273,0,219,1.82648401826484,27,20,10,5,12,11,19,55,51,30,25,20,26,25,33,31,85,180,135,9,18,6,10.5882352941176,10,4.44444444444444
151460004696.00000000,83,1,0,1.20481927710843,1,100,1,0,0,0,0,100,0,0,0,0,32,2.59375,5,5,3,8,1,2,3,6,2,9,7,5,6,5,6,10,24,27,32,0,0,1,0,0,3.125
151460004697.00000000,16,1,0,6.25,1,100,1,0,0,0,0,100,0,0,0,0,6,2.66666666666667,4,0,0,0,0,0,2,2,1,0,0,1,0,3,1,2,4,5,7,0,1,0,0,20,0
151460004698.00000000,34,3,1,8.82352941176471,2,66.6666666666667,2,0,1,0,0,66.6666666666667,0,33.3333333333333,0,0,13,2.61538461538462,4,3,2,2,2,2,1,4,3,5,2,0,0,2,0,2,15,15,4,0,2,1,0,13.3333333333333,25
151460004699.00000000,35,8,4,22.8571428571429,4,50,5,1,1,1,0,62.5,12.5,12.5,12.5,0,12,2.91666666666667,3,0,4,4,1,1,1,1,2,5,4,3,2,0,1,3,13,13,9,3,3,2,23.0769230769231,23.0769230769231,22.2222222222222
151460004700.00000000,93,7,3,7.52688172043011,4,57.1428571428571,5,1,0,1,0,71.4285714285714,14.2857142857143,0,14.2857142857143,0,42,2.21428571428571,4,12,5,4,3,6,3,6,8,10,6,5,3,5,7,6,34,33,26,2,4,1,5.88235294117647,12.1212121212121,3.84615384615385
151460004701.00000000,267,35,18,13.1086142322097,17,48.5714285714286,10,1,4,20,0,28.5714285714286,2.85714285714286,11.4285714285714,57.1428571428571,0,135,1.97777777777778,11,4,14,14,8,12,12,24,32,21,19,17,17,23,14,25,63,108,96,9,21,5,14.2857142857143,19.4444444444444,5.20833333333333
151460004702.00000000,245,20,4,8.16326530612245,16,80,11,0,6,3,0,55,0,30,15,0,122,2.00819672131148,7,14,12,15,6,7,8,16,36,21,22,12,21,10,9,29,61,103,81,4,10,6,6.55737704918033,9.70873786407767,7.40740740740741
151460004703.00000000,156,14,4,8.97435897435897,10,71.4285714285714,9,4,1,0,0,64.2857142857143,28.5714285714286,7.14285714285714,0,0,68,2.29411764705882,7,12,5,5,8,5,8,16,11,13,4,10,11,8,9,24,42,52,62,6,6,2,14.2857142857143,11.5384615384615,3.2258064516129
151460004704.00000000,244,13,6,5.32786885245902,7,53.8461538461539,6,0,1,6,0,46.1538461538462,0,7.69230769230769,46.1538461538462,0,119,2.05042016806723,9,17,5,14,14,7,9,24,30,20,15,13,9,14,16,28,66,98,80,2,8,3,3.03030303030303,8.16326530612245,3.75
151460004705.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460004706.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460004707.00000000,73,7,6,9.58904109589041,1,14.2857142857143,0,0,1,6,0,0,0,14.2857142857143,85.7142857142857,0,32,2.28125,5,3,2,5,5,2,4,4,4,9,5,2,2,6,7,8,22,26,25,3,4,0,13.6363636363636,15.3846153846154,0
151460004708.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460004709.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460004710.00000000,317,29,14,9.14826498422713,15,51.7241379310345,8,0,6,15,0,27.5862068965517,0,20.6896551724138,51.7241379310345,0,160,1.98125,17,18,13,13,15,14,17,24,22,30,21,20,13,13,17,50,90,114,113,11,17,1,12.2222222222222,14.9122807017544,0.884955752212389
151460004711.00000000,455,47,15,10.3296703296703,32,68.0851063829787,9,0,7,31,0,19.1489361702128,0,14.8936170212766,65.9574468085106,0,227,2.00440528634361,23,28,14,15,15,11,22,36,45,34,25,37,20,22,34,74,106,162,187,17,27,3,16.0377358490566,16.6666666666667,1.60427807486631
151460004712.00000000,111,14,4,12.6126126126126,10,71.4285714285714,2,0,2,10,0,14.2857142857143,0,14.2857142857143,71.4285714285714,0,58,1.91379310344828,4,5,6,1,1,6,5,7,7,6,6,12,7,5,9,24,23,31,57,6,5,3,26.0869565217391,16.1290322580645,5.26315789473684
151460004713.00000000,315,27,12,8.57142857142857,15,55.5555555555556,8,5,11,3,0,29.6296296296296,18.5185185185185,40.7407407407407,11.1111111111111,0,172,1.83139534883721,16,12,13,9,8,12,21,26,30,29,22,23,22,17,12,43,70,128,117,8,16,3,11.4285714285714,12.5,2.56410256410256
151460004714.00000000,332,30,14,9.03614457831325,16,53.3333333333333,14,0,2,14,0,46.6666666666667,0,6.66666666666667,46.6666666666667,0,177,1.87570621468927,11,8,19,12,17,18,17,17,22,33,28,21,18,13,21,57,85,117,130,13,16,1,15.2941176470588,13.6752136752137,0.769230769230769
151460004715.00000000,458,26,11,5.67685589519651,15,57.6923076923077,19,0,6,1,0,73.0769230769231,0,23.0769230769231,3.84615384615385,0,231,1.98268398268398,17,16,14,19,15,11,14,31,33,29,41,25,15,21,51,106,92,148,218,7,14,5,7.60869565217391,9.45945945945946,2.29357798165138
151460004716.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460004717.00000000,204,13,3,6.37254901960784,10,76.9230769230769,9,0,3,1,0,69.2307692307692,0,23.0769230769231,7.69230769230769,0,96,2.125,6,5,4,9,16,13,7,15,9,16,16,15,14,16,19,24,53,63,88,3,8,2,5.66037735849057,12.6984126984127,2.27272727272727
151460004718.00000000,197,29,11,14.7208121827411,18,62.0689655172414,4,4,2,19,0,13.7931034482759,13.7931034482759,6.89655172413793,65.5172413793104,0,89,2.21348314606742,8,12,6,7,16,20,13,7,8,16,11,15,14,16,9,19,69,55,73,15,10,4,21.7391304347826,18.1818181818182,5.47945205479452
151460004719.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460004720.00000000,411,49,22,11.9221411192214,27,55.1020408163265,5,5,7,32,0,10.2040816326531,10.2040816326531,14.2857142857143,65.3061224489796,0,210,1.95714285714286,19,13,17,19,16,22,28,36,34,29,25,23,20,24,29,57,106,152,153,18,26,5,16.9811320754717,17.1052631578947,3.26797385620915
151460004721.00000000,128,5,2,3.90625,3,60,2,0,0,3,0,40,0,0,60,0,56,2.28571428571429,8,3,5,10,3,7,2,10,10,10,11,6,13,10,6,14,36,43,49,0,3,2,0,6.97674418604651,4.08163265306122
151460004722.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460004723.00000000,51,5,0,9.80392156862745,5,100,2,2,1,0,0,40,40,20,0,0,19,2.68421052631579,4,2,3,2,4,1,1,3,2,6,4,1,6,1,4,7,16,16,19,1,2,2,6.25,12.5,10.5263157894737
151460004724.00000000,121,24,11,19.8347107438017,13,54.1666666666667,5,8,6,5,0,20.8333333333333,33.3333333333333,25,20.8333333333333,0,56,2.16071428571429,5,6,8,3,6,7,8,9,9,9,14,3,6,7,10,11,35,49,37,11,10,3,31.4285714285714,20.4081632653061,8.10810810810811
151460004725.00000000,97,19,6,19.5876288659794,13,68.421052631579,1,13,2,3,0,5.26315789473684,68.421052631579,10.5263157894737,15.7894736842105,0,41,2.36585365853659,1,5,4,7,8,4,2,3,4,7,7,9,9,8,5,14,29,23,45,9,7,3,31.0344827586207,30.4347826086957,6.66666666666667
151460004726.00000000,175,18,5,10.2857142857143,13,72.2222222222222,3,0,7,8,0,16.6666666666667,0,38.8888888888889,44.4444444444444,0,79,2.21518987341772,5,9,11,8,2,3,8,9,8,13,14,5,13,15,13,39,38,52,85,7,10,1,18.421052631579,19.2307692307692,1.17647058823529
151460004727.00000000,34,2,0,5.88235294117647,2,100,1,0,0,1,0,50,0,0,50,0,12,2.83333333333333,2,1,2,1,2,4,1,3,4,2,3,2,3,2,1,1,12,13,9,2,0,0,16.6666666666667,0,0
151460004728.00000000,25,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,9,2.77777777777778,2,1,3,2,2,0,0,2,0,4,4,2,2,1,0,0,10,10,5,0,0,0,0,0,0
151460004729.00000000,33,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15,2.2,1,2,4,4,0,0,0,2,3,6,3,0,2,1,0,5,11,14,8,0,0,0,0,0,0
151460004730.00000000,1,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,#DIV/0!,#DIV/0!,0
151460004731.00000000,11,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,6,1.83333333333333,0,1,1,1,0,0,1,2,0,2,1,0,0,1,0,1,3,6,2,0,0,0,0,0,0
151460004732.00000000,27,1,1,3.7037037037037,0,0,1,0,0,0,0,100,0,0,0,0,11,2.45454545454545,1,2,1,0,2,1,0,1,4,0,0,1,4,3,3,4,7,5,15,0,0,1,0,0,6.66666666666667
151460004733.00000000,20,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,10,2,0,2,2,1,1,0,0,1,2,0,3,2,1,2,0,3,6,6,8,0,0,0,0,0,0
151460004734.00000000,32,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15,2.13333333333333,1,2,4,1,1,0,0,2,3,7,1,1,2,2,1,4,9,13,10,0,0,0,0,0,0
151460004735.00000000,27,3,0,11.1111111111111,3,100,1,0,2,0,0,33.3333333333333,0,66.6666666666667,0,0,15,1.8,2,0,2,0,1,1,2,0,0,4,2,3,1,3,1,5,6,8,13,0,3,0,0,37.5,0
151460004736.00000000,90,9,3,10,6,66.6666666666667,3,0,2,4,0,33.3333333333333,0,22.2222222222222,44.4444444444444,0,34,2.64705882352941,7,6,2,3,5,5,6,9,7,3,6,10,7,6,3,5,28,31,31,3,4,2,10.7142857142857,12.9032258064516,6.45161290322581
151460004737.00000000,46,4,1,8.69565217391304,3,75,0,0,3,1,0,0,0,75,25,0,19,2.42105263157895,1,3,2,2,3,0,1,5,4,0,2,2,4,0,2,15,11,12,23,2,2,0,18.1818181818182,16.6666666666667,0
151460004738.00000000,27,1,0,3.7037037037037,1,100,0,0,1,0,0,0,0,100,0,0,16,1.6875,4,1,0,0,1,1,3,2,10,2,0,0,1,1,0,1,7,17,3,0,1,0,0,5.88235294117647,0
151460004739.00000000,53,3,0,5.66037735849057,3,100,0,0,3,0,0,0,0,100,0,0,26,2.03846153846154,3,3,0,1,1,4,3,12,2,0,2,6,7,1,1,7,12,19,22,0,3,0,0,15.7894736842105,0
151460004740.00000000,78,2,0,2.56410256410256,2,100,1,0,0,1,0,50,0,0,50,0,40,1.95,3,2,3,2,4,5,3,4,7,6,4,9,5,7,1,13,19,24,35,0,1,1,0,4.16666666666667,2.85714285714286
151460004741.00000000,346,31,8,8.95953757225434,23,74.1935483870968,13,0,1,17,0,41.9354838709677,0,3.2258064516129,54.8387096774194,0,188,1.84042553191489,13,13,4,18,13,9,16,21,29,24,29,30,29,27,18,53,70,119,157,8,16,7,11.4285714285714,13.4453781512605,4.45859872611465
151460004742.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460004743.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460004744.00000000,25,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15,1.66666666666667,3,0,1,0,0,1,0,2,4,1,1,3,0,2,3,4,5,8,12,0,0,0,0,0,0
151460004745.00000000,4,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0
151460004746.00000000,74,3,0,4.05405405405405,3,100,2,0,1,0,0,66.6666666666667,0,33.3333333333333,0,0,30,2.46666666666667,3,3,3,7,6,3,3,4,5,5,8,5,3,6,1,9,25,25,24,0,2,1,0,8,4.16666666666667
151460004747.00000000,221,12,6,5.42986425339367,6,50,5,0,2,5,0,41.6666666666667,0,16.6666666666667,41.6666666666667,0,127,1.74015748031496,8,11,6,7,12,13,11,14,21,18,18,10,22,12,12,26,57,82,82,5,4,3,8.7719298245614,4.87804878048781,3.65853658536585
151460004748.00000000,67,7,4,10.4477611940299,3,42.8571428571429,5,0,0,2,0,71.4285714285714,0,0,28.5714285714286,0,30,2.23333333333333,5,1,4,3,5,3,2,7,4,2,6,6,4,3,4,8,21,21,25,2,5,0,9.52380952380952,23.8095238095238,0
151460004749.00000000,260,25,15,9.61538461538462,10,40,4,0,2,19,0,16,0,8,76,0,127,2.04724409448819,8,8,11,6,11,15,17,14,23,19,22,26,17,8,13,42,59,95,106,9,14,2,15.2542372881356,14.7368421052632,1.88679245283019
151460004750.00000000,391,47,23,12.0204603580563,24,51.063829787234,3,3,14,27,0,6.38297872340426,6.38297872340426,29.7872340425532,57.4468085106383,0,212,1.84433962264151,11,18,13,10,12,11,33,33,35,32,17,21,37,16,17,75,75,150,166,13,29,5,17.3333333333333,19.3333333333333,3.01204819277108
151460004751.00000000,259,17,5,6.56370656370656,12,70.5882352941177,6,1,0,10,0,35.2941176470588,5.88235294117647,0,58.8235294117647,0,128,2.0234375,12,9,9,4,9,14,18,18,13,26,14,13,22,14,8,56,57,89,113,5,8,4,8.7719298245614,8.98876404494382,3.53982300884956
151460004752.00000000,282,18,4,6.38297872340426,14,77.7777777777778,4,0,11,3,0,22.2222222222222,0,61.1111111111111,16.6666666666667,0,123,2.29268292682927,5,20,16,13,23,12,10,15,16,21,26,25,18,11,13,38,89,88,105,7,8,3,7.86516853932584,9.09090909090909,2.85714285714286
151460004753.00000000,290,11,5,3.79310344827586,6,54.5454545454546,5,0,1,5,0,45.4545454545455,0,9.09090909090909,45.4545454545455,0,144,2.01388888888889,12,9,14,13,11,8,14,15,25,20,21,19,7,8,24,70,67,95,128,1,5,5,1.49253731343284,5.26315789473684,3.90625
151460004754.00000000,203,8,3,3.94088669950739,5,62.5,2,0,1,5,0,25,0,12.5,62.5,0,96,2.11458333333333,5,5,11,17,11,1,3,6,9,13,22,14,4,9,12,61,50,53,100,2,6,0,4,11.3207547169811,0
151460004755.00000000,143,5,1,3.4965034965035,4,80,1,0,3,1,0,20,0,60,20,0,71,2.01408450704225,4,6,7,4,5,2,1,11,9,15,8,5,9,10,25,22,28,44,71,1,4,0,3.57142857142857,9.09090909090909,0
151460004756.00000000,366,20,7,5.46448087431694,13,65,7,2,7,4,0,35,10,35,20,0,181,2.02209944751381,17,13,17,16,14,12,18,20,23,37,32,22,14,15,18,78,89,130,147,4,15,1,4.49438202247191,11.5384615384615,0.680272108843537
151460004758.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460004759.00000000,296,34,16,11.4864864864865,18,52.9411764705882,3,12,10,9,0,8.82352941176471,35.2941176470588,29.4117647058823,26.4705882352941,0,160,1.85,9,6,14,12,15,9,15,18,22,33,35,16,26,3,10,53,65,123,108,14,18,2,21.5384615384615,14.6341463414634,1.85185185185185
